"","LTER_site","local_site","date","airtemp_max","flag_airtemp_max","airtemp_min","flag_airtemp_min","airtemp_avg"
"3874","NWT","sdl",1992-02-15,-9,NA,-13,NA,-11
"3875","NWT","sdl",1992-02-16,-6,NA,-12,NA,-9
"3876","NWT","sdl",1992-02-17,-14,NA,-16,NA,-15
"3877","NWT","sdl",1992-02-18,-15,NA,-16,NA,-15.5
"3878","NWT","sdl",1992-02-19,-9,NA,-15,NA,-12
"3879","NWT","sdl",1992-02-20,-5,"1",-9,"1",-7
"3880","NWT","sdl",1992-02-21,-7,"1",-9,"1",-8
"3881","NWT","sdl",1992-02-22,-4,"1",-10,"1",-7
"3882","NWT","sdl",1992-02-23,-7,NA,-15,NA,-11
"3883","NWT","sdl",1992-02-24,-8,NA,-15,NA,-11.5
"3884","NWT","sdl",1992-02-25,-7,NA,-14,NA,-10.5
"3885","NWT","sdl",1992-02-26,-4,NA,-13,NA,-8.5
"3886","NWT","sdl",1992-02-27,-4,NA,-9,NA,-6.5
"3887","NWT","sdl",1992-02-28,-1,NA,-7,NA,-4
"3888","NWT","sdl",1992-02-29,-2,NA,-7,NA,-4.5
"3889","NWT","sdl",1992-03-01,-1,NA,-6,NA,-3.5
"3890","NWT","sdl",1992-03-02,-2,NA,-6,NA,-4
"3891","NWT","sdl",1992-03-03,0,NA,-6,NA,-3
"3892","NWT","sdl",1992-03-04,-5,NA,-10,NA,-7.5
"3893","NWT","sdl",1992-03-05,-7,NA,-13,NA,-10
"3894","NWT","sdl",1992-03-06,-7,NA,-9,NA,-8
"3895","NWT","sdl",1992-03-07,-1,NA,-8,NA,-4.5
"3896","NWT","sdl",1992-03-08,-5,NA,-13,NA,-9
"3897","NWT","sdl",1992-03-09,-8,NA,-14,NA,-11
"3898","NWT","sdl",1992-03-10,-9,NA,-13,NA,-11
"3899","NWT","sdl",1992-03-11,-8,NA,-13,NA,-10.5
"3900","NWT","sdl",1992-03-12,-5,NA,-10,NA,-7.5
"3901","NWT","sdl",1992-03-13,-3,NA,-9,NA,-6
"3902","NWT","sdl",1992-03-14,-3,NA,-7,NA,-5
"3903","NWT","sdl",1992-03-15,-1,NA,-7,NA,-4
"3904","NWT","sdl",1992-03-16,0,NA,-6,NA,-3
"3905","NWT","sdl",1992-03-17,-1,NA,-9,NA,-5
"3906","NWT","sdl",1992-03-18,0,NA,-11,NA,-5.5
"3907","NWT","sdl",1992-03-19,1,NA,-12,NA,-5.5
"3908","NWT","sdl",1992-03-20,-8,NA,-13,NA,-10.5
"3909","NWT","sdl",1992-03-21,-8,NA,-15,NA,-11.5
"3910","NWT","sdl",1992-03-22,-7,NA,-16,NA,-11.5
"3911","NWT","sdl",1992-03-23,-4,NA,-9,NA,-6.5
"3912","NWT","sdl",1992-03-24,-5,NA,-10,NA,-7.5
"3913","NWT","sdl",1992-03-25,-8,NA,-11,NA,-9.5
"3914","NWT","sdl",1992-03-26,-1,NA,-10,NA,-5.5
"3915","NWT","sdl",1992-03-27,-1,NA,-6,NA,-3.5
"3916","NWT","sdl",1992-03-28,-4,NA,-7,NA,-5.5
"3917","NWT","sdl",1992-03-29,-1,NA,-10,NA,-5.5
"3918","NWT","sdl",1992-03-30,0,NA,-8,NA,-4
"3919","NWT","sdl",1992-03-31,-3,NA,-17,NA,-10
"3920","NWT","sdl",1992-04-01,-4,NA,-18,NA,-11
"3921","NWT","sdl",1992-04-02,-3,NA,-9,NA,-6
"3922","NWT","sdl",1992-04-03,0,NA,-6,NA,-3
"3923","NWT","sdl",1992-04-04,6,NA,-4,NA,1
"3924","NWT","sdl",1992-04-05,2,NA,-5,NA,-1.5
"3925","NWT","sdl",1992-04-06,1,NA,-6,NA,-2.5
"3926","NWT","sdl",1992-04-07,0,NA,-9,NA,-4.5
"3927","NWT","sdl",1992-04-08,1,NA,-4,NA,-1.5
"3928","NWT","sdl",1992-04-09,3,NA,-4,NA,-0.5
"3929","NWT","sdl",1992-04-10,2,NA,-2,NA,0
"3930","NWT","sdl",1992-04-11,0,NA,-3,NA,-1.5
"3931","NWT","sdl",1992-04-12,5,NA,-2,NA,1.5
"3932","NWT","sdl",1992-04-13,7,NA,1,NA,4
"3933","NWT","sdl",1992-04-14,4,NA,-3,NA,0.5
"3934","NWT","sdl",1992-04-15,3,NA,-3,NA,0
"3935","NWT","sdl",1992-04-16,1,NA,-4,NA,-1.5
"3936","NWT","sdl",1992-04-17,2,NA,-5,NA,-1.5
"3937","NWT","sdl",1992-04-18,-4,NA,-11,NA,-7.5
"3938","NWT","sdl",1992-04-19,-8,NA,-11,NA,-9.5
"3939","NWT","sdl",1992-04-20,-7,NA,-10,NA,-8.5
"3940","NWT","sdl",1992-04-21,0,NA,-8,NA,-4
"3941","NWT","sdl",1992-04-22,0,NA,-5,NA,-2.5
"3942","NWT","sdl",1992-04-23,-4,NA,-7,NA,-5.5
"3943","NWT","sdl",1992-04-24,-1,NA,-8,NA,-4.5
"3944","NWT","sdl",1992-04-25,3,NA,-9,NA,-3
"3945","NWT","sdl",1992-04-26,6,NA,-6,NA,0
"3946","NWT","sdl",1992-04-27,8,NA,1,NA,4.5
"3947","NWT","sdl",1992-04-28,7,NA,1,NA,4
"3948","NWT","sdl",1992-04-29,9,NA,1,NA,5
"3949","NWT","sdl",1992-04-30,9,NA,4,NA,6.5
"3950","NWT","sdl",1992-05-01,8,NA,-1,NA,3.5
"3951","NWT","sdl",1992-05-02,0,NA,-4,NA,-2
"3952","NWT","sdl",1992-05-03,7,NA,-5,NA,1
"3953","NWT","sdl",1992-05-04,7,NA,-5,NA,1
"3954","NWT","sdl",1992-05-05,7,NA,-1,NA,3
"3955","NWT","sdl",1992-05-06,9,NA,0,NA,4.5
"3956","NWT","sdl",1992-05-07,9,NA,1,NA,5
"3957","NWT","sdl",1992-05-08,6,NA,0,NA,3
"3958","NWT","sdl",1992-05-09,6,NA,-4,NA,1
"3959","NWT","sdl",1992-05-10,-2,NA,-7,NA,-4.5
"3960","NWT","sdl",1992-05-11,4,NA,-4,NA,0
"3961","NWT","sdl",1992-05-12,3,NA,0,NA,1.5
"3962","NWT","sdl",1992-05-13,5,NA,-1,NA,2
"3963","NWT","sdl",1992-05-14,5,NA,-1,NA,2
"3964","NWT","sdl",1992-05-15,8,NA,1,NA,4.5
"3965","NWT","sdl",1992-05-16,6,NA,-1,NA,2.5
"3966","NWT","sdl",1992-05-17,11,NA,-1,NA,5
"3967","NWT","sdl",1992-05-18,11,NA,2,NA,6.5
"3968","NWT","sdl",1992-05-19,10,NA,3,NA,6.5
"3969","NWT","sdl",1992-05-20,9,NA,4,NA,6.5
"3970","NWT","sdl",1992-05-21,6,NA,0,NA,3
"3971","NWT","sdl",1992-05-22,4,NA,-1,NA,1.5
"3972","NWT","sdl",1992-05-23,8,NA,-2,NA,3
"3973","NWT","sdl",1992-05-24,7,NA,-2,NA,2.5
"3974","NWT","sdl",1992-05-25,2,NA,-2,NA,0
"3975","NWT","sdl",1992-05-26,7,NA,-1,NA,3
"3976","NWT","sdl",1992-05-27,1,NA,-2,NA,-0.5
"3977","NWT","sdl",1992-05-28,2,NA,-3,NA,-0.5
"3978","NWT","sdl",1992-05-29,3,NA,-4,NA,-0.5
"3979","NWT","sdl",1992-05-30,3,NA,-3,NA,0
"3980","NWT","sdl",1992-05-31,1,NA,-5,NA,-2
"3981","NWT","sdl",1992-06-01,2,NA,-6,NA,-2
"3982","NWT","sdl",1992-06-02,8,NA,-2,NA,3
"3983","NWT","sdl",1992-06-03,8,NA,2,NA,5
"3984","NWT","sdl",1992-06-04,8,NA,-1,NA,3.5
"3985","NWT","sdl",1992-06-05,6,NA,-2,NA,2
"3986","NWT","sdl",1992-06-06,8,NA,-3,NA,2.5
"3987","NWT","sdl",1992-06-07,9,NA,0,NA,4.5
"3988","NWT","sdl",1992-06-08,8,NA,-1,NA,3.5
"3989","NWT","sdl",1992-06-09,6,NA,0,NA,3
"3990","NWT","sdl",1992-06-10,11,NA,1,NA,6
"3991","NWT","sdl",1992-06-11,10,NA,2,NA,6
"3992","NWT","sdl",1992-06-12,12,NA,3,NA,7.5
"3993","NWT","sdl",1992-06-13,11,NA,0,NA,5.5
"3994","NWT","sdl",1992-06-14,7,NA,2,NA,4.5
"3995","NWT","sdl",1992-06-15,7,NA,0,NA,3.5
"3996","NWT","sdl",1992-06-16,6,NA,-3,NA,1.5
"3997","NWT","sdl",1992-06-17,8,NA,-3,NA,2.5
"3998","NWT","sdl",1992-06-18,12,NA,1,NA,6.5
"3999","NWT","sdl",1992-06-19,13,NA,4,NA,8.5
"4000","NWT","sdl",1992-06-20,13,NA,3,NA,8
"4001","NWT","sdl",1992-06-21,14,NA,3,NA,8.5
"4002","NWT","sdl",1992-06-22,15,NA,4,NA,9.5
"4003","NWT","sdl",1992-06-23,15,NA,6,NA,10.5
"4004","NWT","sdl",1992-06-24,14,NA,5,NA,9.5
"4005","NWT","sdl",1992-06-25,10,NA,3,NA,6.5
"4006","NWT","sdl",1992-06-26,10,NA,3,NA,6.5
"4007","NWT","sdl",1992-06-27,8,NA,2,NA,5
"4008","NWT","sdl",1992-06-28,11,NA,4,NA,7.5
"4009","NWT","sdl",1992-06-29,14,NA,4,NA,9
"4010","NWT","sdl",1992-06-30,13,NA,5,NA,9
"4011","NWT","sdl",1992-07-01,9,NA,1,NA,5
"4012","NWT","sdl",1992-07-02,5,NA,-1,NA,2
"4013","NWT","sdl",1992-07-03,11,NA,2,NA,6.5
"4014","NWT","sdl",1992-07-04,16,NA,6,NA,11
"4015","NWT","sdl",1992-07-05,16,NA,9,NA,12.5
"4016","NWT","sdl",1992-07-06,17,NA,10,NA,13.5
"4017","NWT","sdl",1992-07-07,13,NA,4,NA,8.5
"4018","NWT","sdl",1992-07-08,10,NA,3,NA,6.5
"4019","NWT","sdl",1992-07-09,10,NA,2,NA,6
"4020","NWT","sdl",1992-07-10,13,NA,2,NA,7.5
"4021","NWT","sdl",1992-07-11,13,NA,4,NA,8.5
"4022","NWT","sdl",1992-07-12,9,NA,3,NA,6
"4023","NWT","sdl",1992-07-13,9,NA,3,NA,6
"4024","NWT","sdl",1992-07-14,12,NA,4,NA,8
"4025","NWT","sdl",1992-07-15,13,NA,4,NA,8.5
"4026","NWT","sdl",1992-07-16,8,NA,1,NA,4.5
"4027","NWT","sdl",1992-07-17,11,NA,1,NA,6
"4028","NWT","sdl",1992-07-18,14,NA,4,NA,9
"4029","NWT","sdl",1992-07-19,14,NA,3,NA,8.5
"4030","NWT","sdl",1992-07-20,13,NA,4,NA,8.5
"4031","NWT","sdl",1992-07-21,14,NA,4,NA,9
"4032","NWT","sdl",1992-07-22,14,NA,4,NA,9
"4033","NWT","sdl",1992-07-23,13,NA,6,NA,9.5
"4034","NWT","sdl",1992-07-24,13,NA,6,NA,9.5
"4035","NWT","sdl",1992-07-25,9,NA,5,NA,7
"4036","NWT","sdl",1992-07-26,13,NA,4,NA,8.5
"4037","NWT","sdl",1992-07-27,14,NA,5,NA,9.5
"4038","NWT","sdl",1992-07-28,16,NA,6,NA,11
"4039","NWT","sdl",1992-07-29,12,NA,5,NA,8.5
"4040","NWT","sdl",1992-07-30,13,NA,3,NA,8
"4041","NWT","sdl",1992-07-31,15,NA,4,NA,9.5
"4042","NWT","sdl",1992-08-01,15,NA,5,NA,10
"4043","NWT","sdl",1992-08-02,15,NA,5,NA,10
"4044","NWT","sdl",1992-08-03,15,NA,5,NA,10
"4045","NWT","sdl",1992-08-04,15,NA,5,NA,10
"4046","NWT","sdl",1992-08-05,15,NA,7,NA,11
"4047","NWT","sdl",1992-08-06,10,NA,5,NA,7.5
"4048","NWT","sdl",1992-08-07,16,NA,5,NA,10.5
"4049","NWT","sdl",1992-08-08,15,NA,8,NA,11.5
"4050","NWT","sdl",1992-08-09,16,NA,8,NA,12
"4051","NWT","sdl",1992-08-10,13,NA,6,NA,9.5
"4052","NWT","sdl",1992-08-11,13,NA,6,NA,9.5
"4053","NWT","sdl",1992-08-12,11,NA,5,NA,8
"4054","NWT","sdl",1992-08-13,14,NA,4,NA,9
"4055","NWT","sdl",1992-08-14,15,NA,5,NA,10
"4056","NWT","sdl",1992-08-15,15,NA,6,NA,10.5
"4057","NWT","sdl",1992-08-16,12,NA,6,NA,9
"4058","NWT","sdl",1992-08-17,11,NA,3,NA,7
"4059","NWT","sdl",1992-08-18,12,NA,2,NA,7
"4060","NWT","sdl",1992-08-19,15,NA,6,NA,10.5
"4061","NWT","sdl",1992-08-20,16,NA,7,NA,11.5
"4062","NWT","sdl",1992-08-21,16,NA,6,NA,11
"4063","NWT","sdl",1992-08-22,13,NA,5,NA,9
"4064","NWT","sdl",1992-08-23,10,NA,3,NA,6.5
"4065","NWT","sdl",1992-08-24,3,NA,0,NA,1.5
"4066","NWT","sdl",1992-08-25,8,NA,0,NA,4
"4067","NWT","sdl",1992-08-26,5,NA,-2,NA,1.5
"4068","NWT","sdl",1992-08-27,9,NA,0,NA,4.5
"4069","NWT","sdl",1992-08-28,12,NA,3,NA,7.5
"4070","NWT","sdl",1992-08-29,13,NA,5,NA,9
"4071","NWT","sdl",1992-08-30,13,NA,3,NA,8
"4072","NWT","sdl",1992-08-31,10,NA,2,NA,6
"4073","NWT","sdl",1992-09-01,5,NA,0,NA,2.5
"4074","NWT","sdl",1992-09-02,8,NA,1,NA,4.5
"4075","NWT","sdl",1992-09-03,11,NA,2,NA,6.5
"4076","NWT","sdl",1992-09-04,12,NA,-1,NA,5.5
"4077","NWT","sdl",1992-09-05,7,NA,-1,NA,3
"4078","NWT","sdl",1992-09-06,11,NA,1,NA,6
"4079","NWT","sdl",1992-09-07,9,NA,1,NA,5
"4080","NWT","sdl",1992-09-08,12,NA,4,NA,8
"4081","NWT","sdl",1992-09-09,12,NA,5,NA,8.5
"4082","NWT","sdl",1992-09-10,13,NA,2,NA,7.5
"4083","NWT","sdl",1992-09-11,15,NA,7,NA,11
"4084","NWT","sdl",1992-09-12,13,NA,2,NA,7.5
"4085","NWT","sdl",1992-09-13,12,NA,2,NA,7
"4086","NWT","sdl",1992-09-14,13,NA,2,NA,7.5
"4087","NWT","sdl",1992-09-15,12,NA,5,NA,8.5
"4088","NWT","sdl",1992-09-16,11,NA,4,NA,7.5
"4089","NWT","sdl",1992-09-17,11,NA,1,NA,6
"4090","NWT","sdl",1992-09-18,10,NA,2,NA,6
"4091","NWT","sdl",1992-09-19,8,NA,2,NA,5
"4092","NWT","sdl",1992-09-20,8,NA,1,NA,4.5
"4093","NWT","sdl",1992-09-21,9,NA,-1,NA,4
"4094","NWT","sdl",1992-09-22,13,NA,2,NA,7.5
"4095","NWT","sdl",1992-09-23,14,NA,6,NA,10
"4096","NWT","sdl",1992-09-24,13,NA,6,NA,9.5
"4097","NWT","sdl",1992-09-25,7,NA,-6,NA,0.5
"4098","NWT","sdl",1992-09-26,4,NA,-7,NA,-1.5
"4099","NWT","sdl",1992-09-27,8,NA,-3,NA,2.5
"4100","NWT","sdl",1992-09-28,11,NA,-3,NA,4
"4101","NWT","sdl",1992-09-29,12,NA,0,NA,6
"4102","NWT","sdl",1992-09-30,13,NA,1,NA,7
"4103","NWT","sdl",1992-10-01,14,NA,2,NA,8
"4104","NWT","sdl",1992-10-02,13,NA,1,NA,7
"4105","NWT","sdl",1992-10-03,12,NA,2,NA,7
"4106","NWT","sdl",1992-10-04,10,NA,-1,NA,4.5
"4107","NWT","sdl",1992-10-05,5,NA,-2,NA,1.5
"4108","NWT","sdl",1992-10-06,7,NA,-5,NA,1
"4109","NWT","sdl",1992-10-07,-5,NA,-12,NA,-8.5
"4110","NWT","sdl",1992-10-08,-2,NA,-12,NA,-7
"4111","NWT","sdl",1992-10-09,-2,NA,-5,NA,-3.5
"4112","NWT","sdl",1992-10-10,5,NA,-5,NA,0
"4113","NWT","sdl",1992-10-11,8,NA,-1,NA,3.5
"4114","NWT","sdl",1992-10-12,9,NA,2,NA,5.5
"4115","NWT","sdl",1992-10-13,11,NA,3,NA,7
"4116","NWT","sdl",1992-10-14,8,NA,1,NA,4.5
"4117","NWT","sdl",1992-10-15,3,NA,-6,NA,-1.5
"4118","NWT","sdl",1992-10-16,1,NA,-3,NA,-1
"4119","NWT","sdl",1992-10-17,4,NA,-2,NA,1
"4120","NWT","sdl",1992-10-18,7,NA,-2,NA,2.5
"4121","NWT","sdl",1992-10-19,7,NA,0,NA,3.5
"4122","NWT","sdl",1992-10-20,9,NA,1,NA,5
"4123","NWT","sdl",1992-10-21,10,NA,1,NA,5.5
"4124","NWT","sdl",1992-10-22,8,NA,0,NA,4
"4125","NWT","sdl",1992-10-23,8,NA,-2,NA,3
"4126","NWT","sdl",1992-10-24,10,NA,-2,NA,4
"4127","NWT","sdl",1992-10-25,6,NA,-5,NA,0.5
"4128","NWT","sdl",1992-10-26,1,NA,-5,NA,-2
"4129","NWT","sdl",1992-10-27,6,NA,-2,NA,2
"4130","NWT","sdl",1992-10-28,0,NA,-3,NA,-1.5
"4131","NWT","sdl",1992-10-29,-1,NA,-4,NA,-2.5
"4132","NWT","sdl",1992-10-30,0,NA,-3,NA,-1.5
"4133","NWT","sdl",1992-10-31,-1,NA,-9,NA,-5
"4134","NWT","sdl",1992-11-01,-7,NA,-11,NA,-9
"4135","NWT","sdl",1992-11-02,-7,NA,-13,NA,-10
"4136","NWT","sdl",1992-11-03,-13,NA,-17,NA,-15
"4137","NWT","sdl",1992-11-04,-15,NA,-17,NA,-16
"4138","NWT","sdl",1992-11-05,-12,NA,-16,NA,-14
"4139","NWT","sdl",1992-11-06,-11,NA,-13,NA,-12
"4140","NWT","sdl",1992-11-07,-5,NA,-12,NA,-8.5
"4141","NWT","sdl",1992-11-08,-6,NA,-10,NA,-8
"4142","NWT","sdl",1992-11-09,-6,NA,-10,NA,-8
"4143","NWT","sdl",1992-11-10,-7,NA,-15,NA,-11
"4144","NWT","sdl",1992-11-11,-6,NA,-14,NA,-10
"4145","NWT","sdl",1992-11-12,-8,NA,-12,NA,-10
"4146","NWT","sdl",1992-11-13,-5,NA,-10,NA,-7.5
"4147","NWT","sdl",1992-11-14,-1,NA,-6,NA,-3.5
"4148","NWT","sdl",1992-11-15,0,NA,-3,NA,-1.5
"4149","NWT","sdl",1992-11-16,0,NA,-4,NA,-2
"4150","NWT","sdl",1992-11-17,2,NA,-6,NA,-2
"4151","NWT","sdl",1992-11-18,-3,NA,-10,NA,-6.5
"4152","NWT","sdl",1992-11-19,-6,NA,-10,NA,-8
"4153","NWT","sdl",1992-11-20,-9,NA,-14,NA,-11.5
"4154","NWT","sdl",1992-11-21,-7,NA,-15,NA,-11
"4155","NWT","sdl",1992-11-22,-7,NA,-12,NA,-9.5
"4156","NWT","sdl",1992-11-23,-10,NA,-20,NA,-15
"4157","NWT","sdl",1992-11-24,-16,NA,-23,NA,-19.5
"4158","NWT","sdl",1992-11-25,-8,NA,-20,NA,-14
"4159","NWT","sdl",1992-11-26,-10,NA,-15,NA,-12.5
"4160","NWT","sdl",1992-11-27,-2,NA,-11,NA,-6.5
"4161","NWT","sdl",1992-11-28,-5,NA,-15,NA,-10
"4162","NWT","sdl",1992-11-29,-14,NA,-19,NA,-16.5
"4163","NWT","sdl",1992-11-30,-10,NA,-18,NA,-14
"4164","NWT","sdl",1992-12-01,-12,NA,-13,NA,-12.5
"4165","NWT","sdl",1992-12-02,-6,NA,-12,NA,-9
"4166","NWT","sdl",1992-12-03,-8,NA,-19,NA,-13.5
"4167","NWT","sdl",1992-12-04,-11,NA,-20,NA,-15.5
"4168","NWT","sdl",1992-12-05,-4,NA,-16,NA,-10
"4169","NWT","sdl",1992-12-06,-10,"1",-16,"1",-13
"4170","NWT","sdl",1992-12-07,-3,"1",-12,"1",-7.5
"4171","NWT","sdl",1992-12-08,-2,NA,-12,NA,-7
"4172","NWT","sdl",1992-12-09,-9,NA,-12,NA,-10.5
"4173","NWT","sdl",1992-12-10,-2,NA,-10,NA,-6
"4174","NWT","sdl",1992-12-11,-1,NA,-5,NA,-3
"4175","NWT","sdl",1992-12-12,-4,NA,-18,NA,-11
"4176","NWT","sdl",1992-12-13,-16,NA,-19,NA,-17.5
"4177","NWT","sdl",1992-12-14,-8,NA,-20,NA,-14
"4178","NWT","sdl",1992-12-15,-11,NA,-16,NA,-13.5
"4179","NWT","sdl",1992-12-16,-14,NA,-20,NA,-17
"4180","NWT","sdl",1992-12-17,-12,NA,-18,"1",-15
"4181","NWT","sdl",1992-12-18,-13,NA,-19,NA,-16
"4182","NWT","sdl",1992-12-19,-12,NA,-22,NA,-17
"4183","NWT","sdl",1992-12-20,-11,NA,-15,NA,-13
"4184","NWT","sdl",1992-12-21,-8,NA,-15,NA,-11.5
"4185","NWT","sdl",1992-12-22,-12,NA,-16,NA,-14
"4186","NWT","sdl",1992-12-23,-5,NA,-16,NA,-10.5
"4187","NWT","sdl",1992-12-24,-4,NA,-14,NA,-9
"4188","NWT","sdl",1992-12-25,-10,NA,-16,NA,-13
"4189","NWT","sdl",1992-12-26,-7,NA,-11,NA,-9
"4190","NWT","sdl",1992-12-27,-5,NA,-10,NA,-7.5
"4191","NWT","sdl",1992-12-28,0,NA,-7,NA,-3.5
"4192","NWT","sdl",1992-12-29,-3,NA,-6,NA,-4.5
"4193","NWT","sdl",1992-12-30,-6,NA,-12,NA,-9
"4194","NWT","sdl",1992-12-31,-6,NA,-15,NA,-10.5
"4195","NWT","sdl",1993-01-01,-5,NA,-9,NA,-7
"4196","NWT","sdl",1993-01-02,-4,NA,-9,NA,-6.5
"4197","NWT","sdl",1993-01-03,-9,NA,-22,NA,-15.5
"4198","NWT","sdl",1993-01-04,-11,NA,-21,NA,-16
"4199","NWT","sdl",1993-01-05,-10,NA,-15,NA,-12.5
"4200","NWT","sdl",1993-01-06,-8,NA,-13,NA,-10.5
"4201","NWT","sdl",1993-01-07,-6,NA,-9,NA,-7.5
"4202","NWT","sdl",1993-01-08,-4,NA,-15,NA,-9.5
"4203","NWT","sdl",1993-01-09,-9,NA,-15,NA,-12
"4204","NWT","sdl",1993-01-10,-7,NA,-14,NA,-10.5
"4205","NWT","sdl",1993-01-11,-6,NA,-17,NA,-11.5
"4206","NWT","sdl",1993-01-12,-14,NA,-21,NA,-17.5
"4207","NWT","sdl",1993-01-13,-10,NA,-14,NA,-12
"4208","NWT","sdl",1993-01-14,-7,NA,-10,NA,-8.5
"4209","NWT","sdl",1993-01-15,-9,NA,-12,NA,-10.5
"4210","NWT","sdl",1993-01-16,-9,NA,-13,NA,-11
"4211","NWT","sdl",1993-01-17,-5,NA,-10,NA,-7.5
"4212","NWT","sdl",1993-01-18,-6,NA,-11,NA,-8.5
"4213","NWT","sdl",1993-01-19,-6,NA,-12,NA,-9
"4214","NWT","sdl",1993-01-20,-8,NA,-15,NA,-11.5
"4215","NWT","sdl",1993-01-21,-7,NA,-11,NA,-9
"4216","NWT","sdl",1993-01-22,-4,NA,-15,NA,-9.5
"4217","NWT","sdl",1993-01-23,-15,NA,-19,NA,-17
"4218","NWT","sdl",1993-01-24,-12,NA,-18,NA,-15
"4219","NWT","sdl",1993-01-25,-3,NA,-16,NA,-9.5
"4220","NWT","sdl",1993-01-26,-4,NA,-8,NA,-6
"4221","NWT","sdl",1993-01-27,-2,NA,-9,NA,-5.5
"4222","NWT","sdl",1993-01-28,-5,NA,-14,NA,-9.5
"4223","NWT","sdl",1993-01-29,-5,NA,-11,NA,-8
"4224","NWT","sdl",1993-01-30,0,NA,-13,NA,-6.5
"4225","NWT","sdl",1993-01-31,0,NA,-8,NA,-4
"4226","NWT","sdl",1993-02-01,-4,NA,-12,NA,-8
"4227","NWT","sdl",1993-02-02,-11,NA,-13,NA,-12
"4228","NWT","sdl",1993-02-03,-11,NA,-16,NA,-13.5
"4229","NWT","sdl",1993-02-04,-10,NA,-18,NA,-14
"4230","NWT","sdl",1993-02-05,0,NA,-14,NA,-7
"4231","NWT","sdl",1993-02-06,3,NA,-8,NA,-2.5
"4232","NWT","sdl",1993-02-07,-4,NA,-9,NA,-6.5
"4233","NWT","sdl",1993-02-08,-4,NA,-10,NA,-7
"4234","NWT","sdl",1993-02-09,-1,NA,-7,NA,-4
"4235","NWT","sdl",1993-02-10,-7,NA,-11,NA,-9
"4236","NWT","sdl",1993-02-11,-11,NA,-13,NA,-12
"4237","NWT","sdl",1993-02-12,-11,NA,-15,NA,-13
"4238","NWT","sdl",1993-02-13,-14,NA,-16,NA,-15
"4239","NWT","sdl",1993-02-14,-11,NA,-16,NA,-13.5
"4240","NWT","sdl",1993-02-15,-9,NA,-17,NA,-13
"4241","NWT","sdl",1993-02-16,-14,NA,-17,NA,-15.5
"4242","NWT","sdl",1993-02-17,-11,NA,-13,NA,-12
"4243","NWT","sdl",1993-02-18,-6,NA,-12,NA,-9
"4244","NWT","sdl",1993-02-19,-5,NA,-6,NA,-5.5
"4245","NWT","sdl",1993-02-20,-5,NA,-15,NA,-10
"4246","NWT","sdl",1993-02-21,-17,"1",-19,"1",-18
"4247","NWT","sdl",1993-02-22,-15,"1",-19,"1",-17
"4248","NWT","sdl",1993-02-23,-10,NA,-16,"1",-13
"4249","NWT","sdl",1993-02-24,-7,"1",-14,"1",-10.5
"4250","NWT","sdl",1993-02-25,-12,"1",-15,"1",-13.5
"4251","NWT","sdl",1993-02-26,-12,NA,-14,"1",-13
"4252","NWT","sdl",1993-02-27,-9,NA,-13,NA,-11
"4253","NWT","sdl",1993-02-28,-1,NA,-11,NA,-6
"4254","NWT","sdl",1993-03-01,-4,NA,-13,NA,-8.5
"4255","NWT","sdl",1993-03-02,-8,"1",-12,NA,-10
"4256","NWT","sdl",1993-03-03,-12,"1",-16,"1",-14
"4257","NWT","sdl",1993-03-04,-6,"1",-16,"1",-11
"4258","NWT","sdl",1993-03-05,-7,"1",-13,"1",-10
"4259","NWT","sdl",1993-03-06,-6,"1",-10,"1",-8
"4260","NWT","sdl",1993-03-07,-4,"1",-9,"1",-6.5
"4261","NWT","sdl",1993-03-08,-3,"1",-7,"1",-5
"4262","NWT","sdl",1993-03-09,-6,"1",-10,NA,-8
"4263","NWT","sdl",1993-03-10,-7,NA,-9,NA,-8
"4264","NWT","sdl",1993-03-11,-7,NA,-22,NA,-14.5
"4265","NWT","sdl",1993-03-12,-19,NA,-24,NA,-21.5
"4266","NWT","sdl",1993-03-13,-12,NA,-20,NA,-16
"4267","NWT","sdl",1993-03-14,-7,NA,-13,NA,-10
"4268","NWT","sdl",1993-03-15,-7,NA,-9,NA,-8
"4269","NWT","sdl",1993-03-16,-6,NA,-7,NA,-6.5
"4270","NWT","sdl",1993-03-17,-4,NA,-6,NA,-5
"4271","NWT","sdl",1993-03-18,-5,NA,-8,NA,-6.5
"4272","NWT","sdl",1993-03-19,-6,NA,-9,NA,-7.5
"4273","NWT","sdl",1993-03-20,-4,NA,-9,NA,-6.5
"4274","NWT","sdl",1993-03-21,-5,NA,-10,NA,-7.5
"4275","NWT","sdl",1993-03-22,-4,NA,-11,NA,-7.5
"4276","NWT","sdl",1993-03-23,-1,NA,-6,NA,-3.5
"4277","NWT","sdl",1993-03-24,3,NA,-4,NA,-0.5
"4278","NWT","sdl",1993-03-25,5,NA,-4,NA,0.5
"4279","NWT","sdl",1993-03-26,5,NA,-3,NA,1
"4280","NWT","sdl",1993-03-27,-1,NA,-11,NA,-6
"4281","NWT","sdl",1993-03-28,-2,NA,-11,NA,-6.5
"4282","NWT","sdl",1993-03-29,-2,NA,-10,NA,-6
"4283","NWT","sdl",1993-03-30,-3,NA,-12,NA,-7.5
"4284","NWT","sdl",1993-03-31,-4,NA,-11,NA,-7.5
"4285","NWT","sdl",1993-04-01,-2,NA,-11,NA,-6.5
"4286","NWT","sdl",1993-04-02,-2,NA,-8,NA,-5
