"","LTER_site","local_site","date","airtemp_max","flag_airtemp_max","airtemp_min","flag_airtemp_min","airtemp_avg"
"3291","NWT","c1",1961-10-04,13,NA,2,NA,7.5
"3292","NWT","c1",1961-10-05,12,NA,4,NA,8
"3293","NWT","c1",1961-10-06,11,NA,5,NA,8
"3294","NWT","c1",1961-10-07,14,NA,-1,NA,6.5
"3295","NWT","c1",1961-10-08,2,NA,-3,NA,-0.5
"3296","NWT","c1",1961-10-09,11,NA,-3,NA,4
"3297","NWT","c1",1961-10-10,0,NA,-5,NA,-2.5
"3298","NWT","c1",1961-10-11,10,NA,-1,NA,4.5
"3299","NWT","c1",1961-10-12,9,NA,-1,NA,4
"3300","NWT","c1",1961-10-13,10,NA,-1,NA,4.5
"3301","NWT","c1",1961-10-14,14,NA,-3,NA,5.5
"3302","NWT","c1",1961-10-15,17,NA,-1,NA,8
"3303","NWT","c1",1961-10-16,17,NA,0,NA,8.5
"3304","NWT","c1",1961-10-17,13,NA,1,NA,7
"3305","NWT","c1",1961-10-18,11,NA,-3,NA,4
"3306","NWT","c1",1961-10-19,14,NA,3,NA,8.5
"3307","NWT","c1",1961-10-20,9,NA,-1,NA,4
"3308","NWT","c1",1961-10-21,14,NA,-1,NA,6.5
"3309","NWT","c1",1961-10-22,6,NA,-3,NA,1.5
"3310","NWT","c1",1961-10-23,3,NA,-3,NA,0
"3311","NWT","c1",1961-10-24,3,NA,-2,NA,0.5
"3312","NWT","c1",1961-10-25,7,NA,-7,NA,0
"3313","NWT","c1",1961-10-26,9,NA,-1,NA,4
"3314","NWT","c1",1961-10-27,4,NA,-1,NA,1.5
"3315","NWT","c1",1961-10-28,3,NA,-6,NA,-1.5
"3316","NWT","c1",1961-10-29,2,"1",-13.6,"2",-5.8
"3317","NWT","c1",1961-10-30,8,"1",-6.1,"2",1
"3318","NWT","c1",1961-10-31,10,"1",-6.5,"2",1.8
"3319","NWT","c1",1961-11-01,0,NA,-5,NA,-2.5
"3320","NWT","c1",1961-11-02,-11.5,"2",-19.6,"2",-15.6
"3321","NWT","c1",1961-11-03,-10.4,"2",-18.2,"2",-14.3
"3322","NWT","c1",1961-11-04,-10.3,"2",-17.8,"2",-14.1
"3323","NWT","c1",1961-11-05,-8.7,"2",-15.1,"2",-11.9
"3324","NWT","c1",1961-11-06,7,"1",-8.4,"2",-0.7
"3325","NWT","c1",1961-11-07,3,NA,-13,NA,-5
"3326","NWT","c1",1961-11-08,10,NA,-10,NA,0
"3327","NWT","c1",1961-11-09,8,NA,-6,NA,1
"3328","NWT","c1",1961-11-10,7,NA,1,NA,4
"3329","NWT","c1",1961-11-11,4,NA,-3,NA,0.5
"3330","NWT","c1",1961-11-12,-3,NA,-11,NA,-7
"3331","NWT","c1",1961-11-13,-2,NA,-17,NA,-9.5
"3332","NWT","c1",1961-11-14,3,NA,-19,NA,-8
"3333","NWT","c1",1961-11-15,0,NA,-14,NA,-7
"3334","NWT","c1",1961-11-16,3,NA,-16,NA,-6.5
"3335","NWT","c1",1961-11-17,2,NA,-12,NA,-5
"3336","NWT","c1",1961-11-18,-1,NA,-10,NA,-5.5
"3337","NWT","c1",1961-11-19,-1,NA,-13,NA,-7
"3338","NWT","c1",1961-11-20,2,NA,-13,NA,-5.5
"3339","NWT","c1",1961-11-21,0,NA,-13,NA,-6.5
"3340","NWT","c1",1961-11-22,-4,NA,-12,NA,-8
"3341","NWT","c1",1961-11-23,2,NA,-5,NA,-1.5
"3342","NWT","c1",1961-11-24,3,NA,-5,NA,-1
"3343","NWT","c1",1961-11-25,3,NA,-2,NA,0.5
"3344","NWT","c1",1961-11-26,5,NA,-4,NA,0.5
"3345","NWT","c1",1961-11-27,3,NA,-12,NA,-4.5
"3346","NWT","c1",1961-11-28,2,NA,-5,NA,-1.5
"3347","NWT","c1",1961-11-29,6,NA,-5,NA,0.5
"3348","NWT","c1",1961-11-30,2,NA,-2,NA,0
"3349","NWT","c1",1961-12-01,1,NA,-3,NA,-1
"3350","NWT","c1",1961-12-02,4,NA,-2,NA,1
"3351","NWT","c1",1961-12-03,0,NA,-7,NA,-3.5
"3352","NWT","c1",1961-12-04,-2,NA,-12,NA,-7
"3353","NWT","c1",1961-12-05,-3,NA,-8,NA,-5.5
"3354","NWT","c1",1961-12-06,-5,NA,-12,NA,-8.5
"3355","NWT","c1",1961-12-07,-5,NA,-13,NA,-9
"3356","NWT","c1",1961-12-08,-6,NA,-19,NA,-12.5
"3357","NWT","c1",1961-12-09,-16,NA,-26,NA,-21
"3358","NWT","c1",1961-12-10,-13,NA,-21,NA,-17
"3359","NWT","c1",1961-12-11,-17,NA,-23,NA,-20
"3360","NWT","c1",1961-12-12,-13,NA,-23,NA,-18
"3361","NWT","c1",1961-12-13,-4,NA,-15,NA,-9.5
"3362","NWT","c1",1961-12-14,-2,NA,-15,NA,-8.5
"3363","NWT","c1",1961-12-15,-1,NA,-11,NA,-6
"3364","NWT","c1",1961-12-16,-5,NA,-12,NA,-8.5
"3365","NWT","c1",1961-12-17,-5,NA,-12,NA,-8.5
"3366","NWT","c1",1961-12-18,-10,NA,-15,NA,-12.5
"3367","NWT","c1",1961-12-19,-3,NA,-13,NA,-8
"3368","NWT","c1",1961-12-20,0,NA,-5,NA,-2.5
"3369","NWT","c1",1961-12-21,-1,NA,-13,NA,-7
"3370","NWT","c1",1961-12-22,-7,NA,-15,NA,-11
"3371","NWT","c1",1961-12-23,-1,NA,-9,NA,-5
"3372","NWT","c1",1961-12-24,3,NA,-3,NA,0
"3373","NWT","c1",1961-12-25,3,NA,-5,NA,-1
"3374","NWT","c1",1961-12-26,-4,NA,-15,NA,-9.5
"3375","NWT","c1",1961-12-27,-12,NA,-17,NA,-14.5
"3376","NWT","c1",1961-12-28,-8,NA,-15,NA,-11.5
"3377","NWT","c1",1961-12-29,-5,NA,-8,NA,-6.5
"3378","NWT","c1",1961-12-30,-5,NA,-9,NA,-7
"3379","NWT","c1",1961-12-31,-2,NA,-11,NA,-6.5
"3380","NWT","c1",1962-01-01,6,NA,-3,NA,1.5
"3381","NWT","c1",1962-01-02,5,NA,-3,NA,1
"3382","NWT","c1",1962-01-03,4,NA,-5,NA,-0.5
"3383","NWT","c1",1962-01-04,-3,NA,-11,NA,-7
"3384","NWT","c1",1962-01-05,-2,NA,-13,NA,-7.5
"3385","NWT","c1",1962-01-06,-2,NA,-11,NA,-6.5
"3386","NWT","c1",1962-01-07,-1,NA,-11,NA,-6
"3387","NWT","c1",1962-01-08,-1,NA,-22,NA,-11.5
"3388","NWT","c1",1962-01-09,-19,NA,-34,NA,-26.5
"3389","NWT","c1",1962-01-10,-9,NA,-37,NA,-23
"3390","NWT","c1",1962-01-11,-2,NA,-10,NA,-6
"3391","NWT","c1",1962-01-12,2,NA,-13,NA,-5.5
"3392","NWT","c1",1962-01-13,-8,NA,-19,NA,-13.5
"3393","NWT","c1",1962-01-14,-11,NA,-23,NA,-17
"3394","NWT","c1",1962-01-15,-9,NA,-14,NA,-11.5
"3395","NWT","c1",1962-01-16,-5,NA,-15,NA,-10
"3396","NWT","c1",1962-01-17,-2,NA,-12,NA,-7
"3397","NWT","c1",1962-01-18,-7,NA,-14,NA,-10.5
"3398","NWT","c1",1962-01-19,-6,NA,-15,NA,-10.5
"3399","NWT","c1",1962-01-20,-2,NA,-6,NA,-4
"3400","NWT","c1",1962-01-21,-3,NA,-11,NA,-7
"3401","NWT","c1",1962-01-22,-7,NA,-13,NA,-10
"3402","NWT","c1",1962-01-23,-5,NA,-11,NA,-8
"3403","NWT","c1",1962-01-24,5,NA,-8,NA,-1.5
"3404","NWT","c1",1962-01-25,4,NA,-7,NA,-1.5
"3405","NWT","c1",1962-01-26,3,NA,-5,NA,-1
"3406","NWT","c1",1962-01-27,0,NA,-6,NA,-3
"3407","NWT","c1",1962-01-28,4,NA,-3,NA,0.5
"3408","NWT","c1",1962-01-29,6,NA,0,NA,3
"3409","NWT","c1",1962-01-30,6,NA,0,NA,3
"3410","NWT","c1",1962-01-31,5,NA,0,NA,2.5
"3411","NWT","c1",1962-02-01,7,NA,-5,NA,1
"3412","NWT","c1",1962-02-02,9,NA,1,NA,5
"3413","NWT","c1",1962-02-03,9,NA,0,NA,4.5
"3414","NWT","c1",1962-02-04,0,NA,-4,NA,-2
"3415","NWT","c1",1962-02-05,-1,NA,-6,NA,-3.5
"3416","NWT","c1",1962-02-06,0,NA,-5,NA,-2.5
"3417","NWT","c1",1962-02-07,-1,NA,-4,NA,-2.5
"3418","NWT","c1",1962-02-08,-1,NA,-6,NA,-3.5
"3419","NWT","c1",1962-02-09,1,NA,-4,NA,-1.5
"3420","NWT","c1",1962-02-10,6,NA,0,NA,3
"3421","NWT","c1",1962-02-11,10,NA,3,NA,6.5
"3422","NWT","c1",1962-02-12,7,NA,-3,NA,2
"3423","NWT","c1",1962-02-13,2,NA,-5,NA,-1.5
"3424","NWT","c1",1962-02-14,1,NA,-5,NA,-2
"3425","NWT","c1",1962-02-15,0,NA,-7,NA,-3.5
"3426","NWT","c1",1962-02-16,3,NA,-5,NA,-1
"3427","NWT","c1",1962-02-17,-3,NA,-10,NA,-6.5
"3428","NWT","c1",1962-02-18,-5,NA,-11,NA,-8
"3429","NWT","c1",1962-02-19,-1,NA,-11,NA,-6
"3430","NWT","c1",1962-02-20,-1,NA,-12,NA,-6.5
"3431","NWT","c1",1962-02-21,-5,NA,-12,NA,-8.5
"3432","NWT","c1",1962-02-22,-3,NA,-11,NA,-7
"3433","NWT","c1",1962-02-23,-8,NA,-13,NA,-10.5
"3434","NWT","c1",1962-02-24,-3,NA,-13,NA,-8
"3435","NWT","c1",1962-02-25,-6,NA,-24,NA,-15
"3436","NWT","c1",1962-02-26,-6,NA,-24,NA,-15
"3437","NWT","c1",1962-02-27,-13,NA,-25,NA,-19
"3438","NWT","c1",1962-02-28,-8,NA,-24,NA,-16
"3439","NWT","c1",1962-03-01,-3,NA,-12,NA,-7.5
"3440","NWT","c1",1962-03-02,-1,NA,-9,NA,-5
"3441","NWT","c1",1962-03-03,-8,NA,-15,NA,-11.5
"3442","NWT","c1",1962-03-04,-6,NA,-14,NA,-10
"3443","NWT","c1",1962-03-05,3,NA,-16,NA,-6.5
"3444","NWT","c1",1962-03-06,3,NA,-6,NA,-1.5
"3445","NWT","c1",1962-03-07,0,NA,-7,NA,-3.5
"3446","NWT","c1",1962-03-08,-1,NA,-10,NA,-5.5
"3447","NWT","c1",1962-03-09,0,NA,-10,NA,-5
"3448","NWT","c1",1962-03-10,-3,NA,-13,NA,-8
"3449","NWT","c1",1962-03-11,-11,NA,-16,NA,-13.5
"3450","NWT","c1",1962-03-12,-8,NA,-26,NA,-17
"3451","NWT","c1",1962-03-13,-10,NA,-28,NA,-19
"3452","NWT","c1",1962-03-14,-5,NA,-18,NA,-11.5
"3453","NWT","c1",1962-03-15,-3,NA,-12,NA,-7.5
"3454","NWT","c1",1962-03-16,2,NA,-12,NA,-5
"3455","NWT","c1",1962-03-17,2,NA,-15,NA,-6.5
"3456","NWT","c1",1962-03-18,0,NA,-6,NA,-3
"3457","NWT","c1",1962-03-19,3,NA,-6,NA,-1.5
"3458","NWT","c1",1962-03-20,0,NA,-6,NA,-3
"3459","NWT","c1",1962-03-21,0,NA,-7,NA,-3.5
"3460","NWT","c1",1962-03-22,0,NA,-11,NA,-5.5
"3461","NWT","c1",1962-03-23,0,NA,-10,NA,-5
"3462","NWT","c1",1962-03-24,-1,NA,-11,NA,-6
"3463","NWT","c1",1962-03-25,4,NA,-3,NA,0.5
"3464","NWT","c1",1962-03-26,7,NA,-3,NA,2
"3465","NWT","c1",1962-03-27,8,NA,0,NA,4
"3466","NWT","c1",1962-03-28,6,NA,-10,NA,-2
"3467","NWT","c1",1962-03-29,-1,NA,-16,NA,-8.5
"3468","NWT","c1",1962-03-30,-2,NA,-16,NA,-9
"3469","NWT","c1",1962-03-31,-2,NA,-10,NA,-6
"3470","NWT","c1",1962-04-01,1,NA,-10,NA,-4.5
"3471","NWT","c1",1962-04-02,6,NA,-8,NA,-1
"3472","NWT","c1",1962-04-03,4,NA,-7,NA,-1.5
"3473","NWT","c1",1962-04-04,1,NA,-8,NA,-3.5
"3474","NWT","c1",1962-04-05,1,NA,-5,NA,-2
"3475","NWT","c1",1962-04-06,2,NA,-7,NA,-2.5
"3476","NWT","c1",1962-04-07,-1,NA,-7,NA,-4
"3477","NWT","c1",1962-04-08,-5,NA,-10,NA,-7.5
"3478","NWT","c1",1962-04-09,3,NA,-7,NA,-2
"3479","NWT","c1",1962-04-10,0,NA,-6,NA,-3
"3480","NWT","c1",1962-04-11,1,NA,-7,NA,-3
"3481","NWT","c1",1962-04-12,4,NA,-7,NA,-1.5
"3482","NWT","c1",1962-04-13,9,NA,0,NA,4.5
"3483","NWT","c1",1962-04-14,11,NA,1,NA,6
"3484","NWT","c1",1962-04-15,14,NA,4,NA,9
"3485","NWT","c1",1962-04-16,11,NA,0,NA,5.5
"3486","NWT","c1",1962-04-17,12,NA,-2,NA,5
"3487","NWT","c1",1962-04-18,13,NA,-2,NA,5.5
"3488","NWT","c1",1962-04-19,16,NA,0,NA,8
"3489","NWT","c1",1962-04-20,17,NA,1,NA,9
"3490","NWT","c1",1962-04-21,7,NA,-3,NA,2
"3491","NWT","c1",1962-04-22,6,NA,-4,NA,1
"3492","NWT","c1",1962-04-23,12,NA,-2,NA,5
"3493","NWT","c1",1962-04-24,13,NA,4,NA,8.5
"3494","NWT","c1",1962-04-25,13,NA,2,NA,7.5
"3495","NWT","c1",1962-04-26,5,NA,0,NA,2.5
"3496","NWT","c1",1962-04-27,8,NA,-2,NA,3
"3497","NWT","c1",1962-04-28,12,NA,0,NA,6
"3498","NWT","c1",1962-04-29,0,NA,-7,NA,-3.5
"3499","NWT","c1",1962-04-30,-1,NA,-8,NA,-4.5
"3500","NWT","c1",1962-05-01,6,NA,-6,NA,0
"3501","NWT","c1",1962-05-02,8,NA,-1,NA,3.5
"3502","NWT","c1",1962-05-03,10,NA,-1,NA,4.5
"3503","NWT","c1",1962-05-04,14,NA,0,NA,7
"3504","NWT","c1",1962-05-05,14,NA,1,NA,7.5
"3505","NWT","c1",1962-05-06,14,NA,2,NA,8
"3506","NWT","c1",1962-05-07,16,NA,1,NA,8.5
"3507","NWT","c1",1962-05-08,14,NA,1,NA,7.5
"3508","NWT","c1",1962-05-09,17,NA,3,NA,10
"3509","NWT","c1",1962-05-10,16,NA,2,NA,9
"3510","NWT","c1",1962-05-11,17,NA,2,NA,9.5
"3511","NWT","c1",1962-05-12,18,NA,7,NA,12.5
"3512","NWT","c1",1962-05-13,10,NA,0,NA,5
"3513","NWT","c1",1962-05-14,9,NA,-2,NA,3.5
"3514","NWT","c1",1962-05-15,12,NA,-2,NA,5
"3515","NWT","c1",1962-05-16,4,NA,-3,NA,0.5
"3516","NWT","c1",1962-05-17,7,NA,-2,NA,2.5
"3517","NWT","c1",1962-05-18,3,NA,-1,NA,1
"3518","NWT","c1",1962-05-19,15,NA,-1,NA,7
"3519","NWT","c1",1962-05-20,12,NA,0,NA,6
"3520","NWT","c1",1962-05-21,6,NA,-2,NA,2
"3521","NWT","c1",1962-05-22,4,NA,-3,NA,0.5
"3522","NWT","c1",1962-05-23,11,NA,0,NA,5.5
"3523","NWT","c1",1962-05-24,11,NA,-1,NA,5
"3524","NWT","c1",1962-05-25,9,NA,-2,NA,3.5
"3525","NWT","c1",1962-05-26,11,NA,-2,NA,4.5
"3526","NWT","c1",1962-05-27,5,NA,0,NA,2.5
"3527","NWT","c1",1962-05-28,6,NA,-3,NA,1.5
"3528","NWT","c1",1962-05-29,4,NA,-1,NA,1.5
"3529","NWT","c1",1962-05-30,12,NA,0,NA,6
"3530","NWT","c1",1962-05-31,12,NA,0,NA,6
"3531","NWT","c1",1962-06-01,7,NA,0,NA,3.5
"3532","NWT","c1",1962-06-02,7,NA,0,NA,3.5
"3533","NWT","c1",1962-06-03,14,NA,-1,NA,6.5
"3534","NWT","c1",1962-06-04,14,NA,1,NA,7.5
"3535","NWT","c1",1962-06-05,9,NA,1,NA,5
"3536","NWT","c1",1962-06-06,9,NA,-1,NA,4
"3537","NWT","c1",1962-06-07,4,NA,-1,NA,1.5
"3538","NWT","c1",1962-06-08,4,NA,-2,NA,1
"3539","NWT","c1",1962-06-09,12,NA,-2,NA,5
"3540","NWT","c1",1962-06-10,16,NA,0,NA,8
"3541","NWT","c1",1962-06-11,16,NA,2,NA,9
"3542","NWT","c1",1962-06-12,16,NA,2,NA,9
"3543","NWT","c1",1962-06-13,18,NA,1,NA,9.5
"3544","NWT","c1",1962-06-14,18,NA,2,NA,10
"3545","NWT","c1",1962-06-15,15,NA,0,NA,7.5
"3546","NWT","c1",1962-06-16,8,NA,1,NA,4.5
"3547","NWT","c1",1962-06-17,10,NA,0,NA,5
"3548","NWT","c1",1962-06-18,14,NA,1,NA,7.5
"3549","NWT","c1",1962-06-19,19,NA,0,NA,9.5
"3550","NWT","c1",1962-06-20,19,NA,2,NA,10.5
"3551","NWT","c1",1962-06-21,18,NA,1,NA,9.5
"3552","NWT","c1",1962-06-22,18,NA,3,NA,10.5
"3553","NWT","c1",1962-06-23,21,NA,3,NA,12
"3554","NWT","c1",1962-06-24,19,NA,2,NA,10.5
"3555","NWT","c1",1962-06-25,16,NA,3,NA,9.5
"3556","NWT","c1",1962-06-26,18,NA,0,NA,9
"3557","NWT","c1",1962-06-27,22,NA,4,NA,13
"3558","NWT","c1",1962-06-28,22,NA,5,NA,13.5
"3559","NWT","c1",1962-06-29,22,NA,6,NA,14
"3560","NWT","c1",1962-06-30,18,NA,6,NA,12
"3561","NWT","c1",1962-07-01,18,NA,4,NA,11
"3562","NWT","c1",1962-07-02,20,NA,4,NA,12
"3563","NWT","c1",1962-07-03,21,NA,6,NA,13.5
"3564","NWT","c1",1962-07-04,19,NA,5,NA,12
"3565","NWT","c1",1962-07-05,19,NA,3,NA,11
"3566","NWT","c1",1962-07-06,21,NA,5,NA,13
"3567","NWT","c1",1962-07-07,23,NA,7,NA,15
"3568","NWT","c1",1962-07-08,17,NA,5,NA,11
"3569","NWT","c1",1962-07-09,21,NA,6,NA,13.5
"3570","NWT","c1",1962-07-10,23,NA,6,NA,14.5
"3571","NWT","c1",1962-07-11,22,NA,3,NA,12.5
"3572","NWT","c1",1962-07-12,22,NA,6,NA,14
"3573","NWT","c1",1962-07-13,18,NA,5,NA,11.5
"3574","NWT","c1",1962-07-14,13,NA,1,NA,7
"3575","NWT","c1",1962-07-15,17,NA,-1,NA,8
"3576","NWT","c1",1962-07-16,17,NA,1,NA,9
"3577","NWT","c1",1962-07-17,19,NA,6,NA,12.5
"3578","NWT","c1",1962-07-18,19,NA,4,NA,11.5
"3579","NWT","c1",1962-07-19,18,NA,7,NA,12.5
"3580","NWT","c1",1962-07-20,22,NA,6,NA,14
"3581","NWT","c1",1962-07-21,21,NA,2,NA,11.5
"3582","NWT","c1",1962-07-22,21,NA,3,NA,12
"3583","NWT","c1",1962-07-23,16,NA,3,NA,9.5
"3584","NWT","c1",1962-07-24,16,NA,4,NA,10
"3585","NWT","c1",1962-07-25,16,NA,1,NA,8.5
"3586","NWT","c1",1962-07-26,18,NA,4,NA,11
"3587","NWT","c1",1962-07-27,17,NA,5,NA,11
"3588","NWT","c1",1962-07-28,17,NA,3,NA,10
"3589","NWT","c1",1962-07-29,18,NA,2,NA,10
"3590","NWT","c1",1962-07-30,18,NA,4,NA,11
"3591","NWT","c1",1962-07-31,17,NA,3,NA,10
"3592","NWT","c1",1962-08-01,17,NA,2,NA,9.5
"3593","NWT","c1",1962-08-02,21,NA,2,NA,11.5
"3594","NWT","c1",1962-08-03,19,NA,3,NA,11
"3595","NWT","c1",1962-08-04,19,NA,8,NA,13.5
"3596","NWT","c1",1962-08-05,22,NA,8,NA,15
"3597","NWT","c1",1962-08-06,21,NA,7,NA,14
"3598","NWT","c1",1962-08-07,21,NA,5,NA,13
"3599","NWT","c1",1962-08-08,23,NA,4,NA,13.5
"3600","NWT","c1",1962-08-09,22,NA,5,NA,13.5
"3601","NWT","c1",1962-08-10,22,NA,5,NA,13.5
"3602","NWT","c1",1962-08-11,19,NA,1,NA,10
"3603","NWT","c1",1962-08-12,21,NA,3,NA,12
"3604","NWT","c1",1962-08-13,23,NA,12,NA,17.5
"3605","NWT","c1",1962-08-14,24,NA,11,NA,17.5
"3606","NWT","c1",1962-08-15,22,NA,4,NA,13
"3607","NWT","c1",1962-08-16,23,NA,3,NA,13
"3608","NWT","c1",1962-08-17,22,NA,12,NA,17
"3609","NWT","c1",1962-08-18,20,NA,9,NA,14.5
"3610","NWT","c1",1962-08-19,18,NA,7,NA,12.5
"3611","NWT","c1",1962-08-20,19,NA,7,NA,13
"3612","NWT","c1",1962-08-21,18,NA,3,NA,10.5
"3613","NWT","c1",1962-08-22,17,NA,7,NA,12
"3614","NWT","c1",1962-08-23,16,NA,2,NA,9
"3615","NWT","c1",1962-08-24,14,NA,0,NA,7
"3616","NWT","c1",1962-08-25,19,NA,3,NA,11
"3617","NWT","c1",1962-08-26,21,NA,0,NA,10.5
"3618","NWT","c1",1962-08-27,21,NA,3,NA,12
"3619","NWT","c1",1962-08-28,19,NA,4,NA,11.5
"3620","NWT","c1",1962-08-29,21,NA,2,NA,11.5
"3621","NWT","c1",1962-08-30,11,NA,1,NA,6
"3622","NWT","c1",1962-08-31,11,NA,-2,NA,4.5
"3623","NWT","c1",1962-09-01,17,NA,-2,NA,7.5
"3624","NWT","c1",1962-09-02,19,NA,-1,NA,9
"3625","NWT","c1",1962-09-03,18,NA,0,NA,9
"3626","NWT","c1",1962-09-04,17,NA,0,NA,8.5
"3627","NWT","c1",1962-09-05,19,NA,0,NA,9.5
"3628","NWT","c1",1962-09-06,19,NA,2,NA,10.5
"3629","NWT","c1",1962-09-07,14,NA,6,NA,10
"3630","NWT","c1",1962-09-08,15,NA,-2,NA,6.5
"3631","NWT","c1",1962-09-09,7,NA,-5,NA,1
"3632","NWT","c1",1962-09-10,17,NA,3,NA,10
"3633","NWT","c1",1962-09-11,19,NA,9,NA,14
"3634","NWT","c1",1962-09-12,19,NA,10,NA,14.5
"3635","NWT","c1",1962-09-13,20,NA,6,NA,13
"3636","NWT","c1",1962-09-14,19,NA,3,NA,11
"3637","NWT","c1",1962-09-15,21,NA,1,NA,11
"3638","NWT","c1",1962-09-16,18,NA,1,NA,9.5
"3639","NWT","c1",1962-09-17,19,NA,2,NA,10.5
"3640","NWT","c1",1962-09-18,21,NA,0,NA,10.5
"3641","NWT","c1",1962-09-19,18,NA,0,NA,9
"3642","NWT","c1",1962-09-20,16,NA,5,NA,10.5
"3643","NWT","c1",1962-09-21,12,NA,3,NA,7.5
"3644","NWT","c1",1962-09-22,15,NA,1,NA,8
"3645","NWT","c1",1962-09-23,15,NA,0,NA,7.5
"3646","NWT","c1",1962-09-24,13,NA,-1,NA,6
"3647","NWT","c1",1962-09-25,13,NA,0,NA,6.5
"3648","NWT","c1",1962-09-26,12,NA,-2,NA,5
"3649","NWT","c1",1962-09-27,15,NA,-2,NA,6.5
"3650","NWT","c1",1962-09-28,11,NA,2,NA,6.5
"3651","NWT","c1",1962-09-29,8,NA,2,NA,5
"3652","NWT","c1",1962-09-30,9,NA,-1,NA,4
"3653","NWT","c1",1962-10-01,9,NA,0,NA,4.5
"3654","NWT","c1",1962-10-02,3,NA,-2,NA,0.5
"3655","NWT","c1",1962-10-03,14,NA,-2,NA,6
"3656","NWT","c1",1962-10-04,16,NA,0,NA,8
"3657","NWT","c1",1962-10-05,14,NA,0,NA,7
"3658","NWT","c1",1962-10-06,4,NA,-1,NA,1.5
"3659","NWT","c1",1962-10-07,9,NA,1,NA,5
"3660","NWT","c1",1962-10-08,12,NA,2,NA,7
"3661","NWT","c1",1962-10-09,16,NA,1,NA,8.5
"3662","NWT","c1",1962-10-10,17,NA,4,NA,10.5
"3663","NWT","c1",1962-10-11,17,NA,0,NA,8.5
"3664","NWT","c1",1962-10-12,16,NA,-2,NA,7
"3665","NWT","c1",1962-10-13,17,NA,1,NA,9
"3666","NWT","c1",1962-10-14,17,NA,3,NA,10
"3667","NWT","c1",1962-10-15,6,NA,-3,NA,1.5
"3668","NWT","c1",1962-10-16,2,NA,-5,NA,-1.5
"3669","NWT","c1",1962-10-17,10,NA,-2,NA,4
"3670","NWT","c1",1962-10-18,12,NA,-3,NA,4.5
"3671","NWT","c1",1962-10-19,6,NA,-2,NA,2
"3672","NWT","c1",1962-10-20,6,NA,-6,NA,0
"3673","NWT","c1",1962-10-21,10,NA,3,NA,6.5
"3674","NWT","c1",1962-10-22,11,NA,-2,NA,4.5
"3675","NWT","c1",1962-10-23,10,NA,-4,NA,3
"3676","NWT","c1",1962-10-24,6,NA,-5,NA,0.5
"3677","NWT","c1",1962-10-25,11,NA,-5,NA,3
"3678","NWT","c1",1962-10-26,12,NA,0,NA,6
"3679","NWT","c1",1962-10-27,10,NA,-4,NA,3
"3680","NWT","c1",1962-10-28,9,NA,-6,NA,1.5
"3681","NWT","c1",1962-10-29,12,NA,-4,NA,4
"3682","NWT","c1",1962-10-30,12,NA,-5,NA,3.5
"3683","NWT","c1",1962-10-31,9,NA,-2,NA,3.5
"3684","NWT","c1",1962-11-01,3,NA,-1,NA,1
"3685","NWT","c1",1962-11-02,8,NA,-5,NA,1.5
"3686","NWT","c1",1962-11-03,11,NA,-5,NA,3
"3687","NWT","c1",1962-11-04,12,NA,0,NA,6
"3688","NWT","c1",1962-11-05,8,NA,2,NA,5
"3689","NWT","c1",1962-11-06,2,NA,-4,NA,-1
"3690","NWT","c1",1962-11-07,1,NA,-8,NA,-3.5
"3691","NWT","c1",1962-11-08,7,NA,0,NA,3.5
"3692","NWT","c1",1962-11-09,8,NA,0,NA,4
"3693","NWT","c1",1962-11-10,4,NA,-5,NA,-0.5
"3694","NWT","c1",1962-11-11,1,NA,-6,NA,-2.5
"3695","NWT","c1",1962-11-12,9,NA,-6,NA,1.5
"3696","NWT","c1",1962-11-13,8,NA,-1,NA,3.5
"3697","NWT","c1",1962-11-14,4,NA,-2,NA,1
"3698","NWT","c1",1962-11-15,0,NA,-7,NA,-3.5
"3699","NWT","c1",1962-11-16,-1,NA,-10,NA,-5.5
"3700","NWT","c1",1962-11-17,-8,NA,-17,NA,-12.5
"3701","NWT","c1",1962-11-18,-6,NA,-17,NA,-11.5
"3702","NWT","c1",1962-11-19,4,NA,-15,NA,-5.5
"3703","NWT","c1",1962-11-20,9,NA,-2,NA,3.5
"3704","NWT","c1",1962-11-21,0,NA,-2,NA,-1
"3705","NWT","c1",1962-11-22,4,NA,-2,NA,1
"3706","NWT","c1",1962-11-23,3,NA,-6,NA,-1.5
"3707","NWT","c1",1962-11-24,7,NA,-2,NA,2.5
"3708","NWT","c1",1962-11-25,4,NA,-1,NA,1.5
"3709","NWT","c1",1962-11-26,4,NA,-2,NA,1
"3710","NWT","c1",1962-11-27,7,NA,-1,NA,3
"3711","NWT","c1",1962-11-28,4,NA,-6,NA,-1
"3712","NWT","c1",1962-11-29,7,NA,-7,NA,0
"3713","NWT","c1",1962-11-30,7,NA,-5,NA,1
"3714","NWT","c1",1962-12-01,3,NA,-5,NA,-1
"3715","NWT","c1",1962-12-02,3,NA,-8,NA,-2.5
"3716","NWT","c1",1962-12-03,2,NA,-7,NA,-2.5
"3717","NWT","c1",1962-12-04,-7,NA,-11,NA,-9
"3718","NWT","c1",1962-12-05,0,NA,-10,NA,-5
"3719","NWT","c1",1962-12-06,0,NA,-3,NA,-1.5
"3720","NWT","c1",1962-12-07,2,NA,-4,NA,-1
"3721","NWT","c1",1962-12-08,1,NA,-4,NA,-1.5
"3722","NWT","c1",1962-12-09,2,NA,-3,NA,-0.5
