"","individualID","siteID","plotID","trapID","collectDate","taxonRank","morphospeciesID","para_sciname","para_morph","col_year","col_month","col_day","dayofyear","expert_sciname","taxonID","col_index"
"470","NEON.BET.D13.000478","NIWO","NIWO_008","N",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"471","NEON.BET.D13.000972","NIWO","NIWO_008","W",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"472","NEON.BET.D13.000477","NIWO","NIWO_008","N",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"473","NEON.BET.D13.000481","NIWO","NIWO_008","S",2016-06-28,"species",NA,"Amara quenseli","Amara quenseli",2016,6,28,179,"Amara quenseli","AMAQUE1",1
"474","NEON.BET.D13.000501","NIWO","NIWO_006","E",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"475","NEON.BET.D13.000487","NIWO","NIWO_002","W",2016-06-28,"family","D13.2016.MorphBT","Carabidae spp.","Carabidae spp./D13.2016.MorphBT",2016,6,28,179,"Pterostichus sp.","PTESP21",1
"476","NEON.BET.D13.000486","NIWO","NIWO_002","W",2016-06-28,"family","D13.2016.MorphBT","Carabidae spp.","Carabidae spp./D13.2016.MorphBT",2016,6,28,179,"Pterostichus sp.","PTESP21",1
"477","NEON.BET.D13.000475","NIWO","NIWO_008","N",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"478","NEON.BET.D13.000970","NIWO","NIWO_008","W",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"479","NEON.BET.D13.000491","NIWO","NIWO_006","S",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"480","NEON.BET.D13.000948","NIWO","NIWO_002","W",2016-06-28,"species",NA,"Calathus advena","Calathus advena",2016,6,28,179,"Calathus advena","CALADV",1
"481","NEON.BET.D13.000489","NIWO","NIWO_002","W",2016-06-28,"species",NA,"Calathus advena","Calathus advena",2016,6,28,179,"Calathus advena","CALADV",1
"482","NEON.BET.D13.000504","NIWO","NIWO_006","N",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"483","NEON.BET.D13.000515","NIWO","NIWO_003","W",2016-06-28,"species",NA,"Amara quenseli","Amara quenseli",2016,6,28,179,"Amara quenseli","AMAQUE1",1
"484","NEON.BET.D13.000967","NIWO","NIWO_008","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"485","NEON.BET.D13.000511","NIWO","NIWO_003","S",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"486","NEON.BET.D13.000968","NIWO","NIWO_008","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"487","NEON.BET.D13.000965","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"488","NEON.BET.D13.000479","NIWO","NIWO_008","N",2016-06-28,"genus","D13.2016.MorphII","Harpalus sp.","Harpalus sp./D13.2016.MorphII",2016,6,28,179,"Harpalus herbivagus","HARHER",1
"489","NEON.BET.D13.000830","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"490","NEON.BET.D13.000494","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"491","NEON.BET.D13.000975","NIWO","NIWO_008","W",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"492","NEON.BET.D13.000474","NIWO","NIWO_008","N",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"493","NEON.BET.D13.000971","NIWO","NIWO_008","W",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"494","NEON.BET.D13.000952","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"495","NEON.BET.D13.000962","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"496","NEON.BET.D13.000496","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"497","NEON.BET.D13.000974","NIWO","NIWO_008","W",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"498","NEON.BET.D13.000953","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"499","NEON.BET.D13.000503","NIWO","NIWO_006","N",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"500","NEON.BET.D13.000476","NIWO","NIWO_008","N",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"501","NEON.BET.D13.000973","NIWO","NIWO_008","W",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"502","NEON.BET.D13.000484","NIWO","NIWO_003","N",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"503","NEON.BET.D13.000957","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"504","NEON.BET.D13.000958","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"505","NEON.BET.D13.000950","NIWO","NIWO_002","W",2016-06-28,"species",NA,"Calathus advena","Calathus advena",2016,6,28,179,"Calathus advena","CALADV",1
"506","NEON.BET.D13.000485","NIWO","NIWO_003","N",2016-06-28,"species",NA,"Agonoleptus conjunctus","Agonoleptus conjunctus",2016,6,28,179,"Agonoleptus conjunctus","AGOCON",1
"507","NEON.BET.D13.000964","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"508","NEON.BET.D13.000829","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"509","NEON.BET.D13.000502","NIWO","NIWO_006","N",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"510","NEON.BET.D13.000960","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"511","NEON.BET.D13.000828","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"512","NEON.BET.D13.000483","NIWO","NIWO_002","S",2016-06-28,"species",NA,"Calathus ingratus","Calathus ingratus",2016,6,28,179,"Calathus ingratus","CALING",1
"513","NEON.BET.D13.000969","NIWO","NIWO_008","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"514","NEON.BET.D13.000506","NIWO","NIWO_006","N",2016-06-28,"genus","D13.2016.MorphII","Harpalus sp.","Harpalus sp./D13.2016.MorphII",2016,6,28,179,"Harpalus herbivagus","HARHER",1
"515","NEON.BET.D13.000963","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"516","NEON.BET.D13.000954","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"517","NEON.BET.D13.000955","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"518","NEON.BET.D13.000480","NIWO","NIWO_008","E",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"519","NEON.BET.D13.000482","NIWO","NIWO_008","W",2016-06-28,"genus","D13.2016.MorphZ","Bembidion sp.","Bembidion sp./D13.2016.MorphZ",2016,6,28,179,"Bembidion nitidum","BEMNIT2",1
"520","NEON.BET.D13.000949","NIWO","NIWO_002","W",2016-06-28,"species",NA,"Calathus advena","Calathus advena",2016,6,28,179,"Calathus advena","CALADV",1
"521","NEON.BET.D13.000509","NIWO","NIWO_003","E",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"522","NEON.BET.D13.000966","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"523","NEON.BET.D13.000951","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"524","NEON.BET.D13.000495","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"525","NEON.BET.D13.001101","NIWO","NIWO_006","N",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"526","NEON.BET.D13.000492","NIWO","NIWO_006","S",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"527","NEON.BET.D13.000961","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"528","NEON.BET.D13.000959","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"529","NEON.BET.D13.000513","NIWO","NIWO_003","S",2016-06-28,"species",NA,"Amara quenseli","Amara quenseli",2016,6,28,179,"Amara quenseli","AMAQUE1",1
"530","NEON.BET.D13.001103","NIWO","NIWO_006","N",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"531","NEON.BET.D13.001102","NIWO","NIWO_006","N",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"532","NEON.BET.D13.000512","NIWO","NIWO_003","S",2016-06-28,"species",NA,"Chlaenius tomentosus","Chlaenius tomentosus",2016,6,28,179,"Chlaenius tomentosus","CHLTOM",1
"533","NEON.BET.D13.000510","NIWO","NIWO_003","S",2016-06-28,"species",NA,"Carabus taedatus","Carabus taedatus",2016,6,28,179,"Carabus taedatus","CARTAE2",1
"534","NEON.BET.D13.000507","NIWO","NIWO_003","N",2016-06-28,"species",NA,"Amara quenseli","Amara quenseli",2016,6,28,179,"Amara quenseli","AMAQUE1",1
"535","NEON.BET.D13.000508","NIWO","NIWO_003","E",2016-06-28,"species",NA,"Amara quenseli","Amara quenseli",2016,6,28,179,"Amara quenseli","AMAQUE1",1
"536","NEON.BET.D13.000488","NIWO","NIWO_002","W",2016-06-28,"species",NA,"Calathus advena","Calathus advena",2016,6,28,179,"Calathus advena","CALADV",1
"537","NEON.BET.D13.000490","NIWO","NIWO_006","S",2016-06-28,"genus","D13.2016.MorphII","Harpalus sp.","Harpalus sp./D13.2016.MorphII",2016,6,28,179,"Harpalus herbivagus","HARHER",1
"538","NEON.BET.D13.000493","NIWO","NIWO_006","S",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"539","NEON.BET.D13.000831","NIWO","NIWO_006","W",2016-06-28,"species",NA,"Amara alpina","Amara alpina",2016,6,28,179,"Amara alpina","AMAALP",1
"540","NEON.BET.D13.000514","NIWO","NIWO_003","S",2016-06-28,"species",NA,"Selenophorus planipennis","Selenophorus planipennis",2016,6,28,179,"Selenophorus planipennis","SELPLA",1
"541","NEON.BET.D13.000587","NIWO","NIWO_008","N",2016-07-13,"species",NA,"Amara alpina","Amara alpina",2016,7,13,194,"Amara alpina","AMAALP",2
"542","NEON.BET.D13.000561","NIWO","NIWO_006","S",2016-07-13,"species",NA,"Carabus taedatus","Carabus taedatus",2016,7,13,194,"Carabus taedatus","CARTAE2",2
"543","NEON.BET.D13.001003","NIWO","NIWO_006","E",2016-07-13,"species",NA,"Carabus taedatus","Carabus taedatus",2016,7,13,194,"Carabus taedatus","CARTAE2",2
"544","NEON.BET.D13.000998","NIWO","NIWO_005","N",2016-07-13,"species",NA,"Calathus advena","Calathus advena",2016,7,13,194,"Calathus advena","CALADV",2
"545","NEON.BET.D13.000556","NIWO","NIWO_007","W",2016-07-13,"species",NA,"Calathus advena","Calathus advena",2016,7,13,194,"Calathus advena","CALADV",2
"546","NEON.BET.D13.001000","NIWO","NIWO_005","N",2016-07-13,"species",NA,"Calathus advena","Calathus advena",2016,7,13,194,"Calathus advena","CALADV",2
"547","NEON.BET.D13.000613","NIWO","NIWO_005","N",2016-07-13,"species",NA,"Cymindis unicolor","Cymindis unicolor",2016,7,13,194,"Cymindis unicolor","CYMUNI1",2
"548","NEON.BET.D13.000545","NIWO","NIWO_007","N",2016-07-13,"genus","D13.2016.MorphBU","Amara sp.","Amara sp./D13.2016.MorphBU",2016,7,13,194,"Amara lindrothi","AMALIN",2
"549","NEON.BET.D13.000582","NIWO","NIWO_008","E",2016-07-13,"species",NA,"Amara alpina","Amara alpina",2016,7,13,194,"Amara alpina","AMAALP",2
"550","NEON.BET.D13.001014","NIWO","NIWO_008","N",2016-07-13,"species",NA,"Amara alpina","Amara alpina",2016,7,13,194,"Amara alpina","AMAALP",2
"551","NEON.BET.D13.001031","NIWO","NIWO_008","W",2016-07-13,"species",NA,"Amara quenseli","Amara quenseli",2016,7,13,194,"Amara quenseli","AMAQUE1",2
"552","NEON.BET.D13.000550","NIWO","NIWO_007","E",2016-07-13,"genus","D13.2016.MorphBU","Amara sp.","Amara sp./D13.2016.MorphBU",2016,7,13,194,"Amara lindrothi","AMALIN",2
"553","NEON.BET.D13.000633","NIWO","NIWO_004","W",2016-07-13,"family","D13.2016.MorphBT","Carabidae spp.","Carabidae spp./D13.2016.MorphBT",2016,7,13,194,"Pterostichus sp.","PTESP21",2
"554","NEON.BET.D13.000562","NIWO","NIWO_006","W",2016-07-13,"species",NA,"Carabus taedatus","Carabus taedatus",2016,7,13,194,"Carabus taedatus","CARTAE2",2
"555","NEON.BET.D13.001029","NIWO","NIWO_008","W",2016-07-13,"species",NA,"Amara quenseli","Amara quenseli",2016,7,13,194,"Amara quenseli","AMAQUE1",2
"556","NEON.BET.D13.000555","NIWO","NIWO_007","W",2016-07-13,"family","D13.2016.MorphBT","Carabidae spp.","Carabidae spp./D13.2016.MorphBT",2016,7,13,194,"Pterostichus sp.","PTESP21",2
"557","NEON.BET.D13.001007","NIWO","NIWO_006","W",2016-07-13,"species",NA,"Amara alpina","Amara alpina",2016,7,13,194,"Amara alpina","AMAALP",2
"558","NEON.BET.D13.000997","NIWO","NIWO_005","N",2016-07-13,"species",NA,"Calathus advena","Calathus advena",2016,7,13,194,"Calathus advena","CALADV",2
"559","NEON.BET.D13.001011","NIWO","NIWO_006","W",2016-07-13,"species",NA,"Amara alpina","Amara alpina",2016,7,13,194,"Amara alpina","AMAALP",2
"560","NEON.BET.D13.000580","NIWO","NIWO_008","E",2016-07-13,"species",NA,"Carabus taedatus","Carabus taedatus",2016,7,13,194,"Carabus taedatus","CARTAE2",2
"561","NEON.BET.D13.001013","NIWO","NIWO_008","N",2016-07-13,"species",NA,"Amara alpina","Amara alpina",2016,7,13,194,"Amara alpina","AMAALP",2
"562","NEON.BET.D13.001010","NIWO","NIWO_006","W",2016-07-13,"species",NA,"Amara alpina","Amara alpina",2016,7,13,194,"Amara alpina","AMAALP",2
"563","NEON.BET.D13.001001","NIWO","NIWO_005","N",2016-07-13,"species",NA,"Calathus advena","Calathus advena",2016,7,13,194,"Calathus advena","CALADV",2
"564","NEON.BET.D13.000623","NIWO","NIWO_005","E",2016-07-13,"genus","D13.2016.MorphBU","Amara sp.","Amara sp./D13.2016.MorphBU",2016,7,13,194,"Amara lindrothi","AMALIN",2
"565","NEON.BET.D13.000564","NIWO","NIWO_006","W",2016-07-13,"species",NA,"Amara alpina","Amara alpina",2016,7,13,194,"Amara alpina","AMAALP",2
"566","NEON.BET.D13.000548","NIWO","NIWO_007","E",2016-07-13,"genus","D13.2016.MorphBU","Amara sp.","Amara sp./D13.2016.MorphBU",2016,7,13,194,"Amara lindrothi","AMALIN",2
"567","NEON.BET.D13.001030","NIWO","NIWO_008","W",2016-07-13,"species",NA,"Amara quenseli","Amara quenseli",2016,7,13,194,"Amara quenseli","AMAQUE1",2
"568","NEON.BET.D13.000554","NIWO","NIWO_007","S",2016-07-13,"genus","D13.2016.MorphBU","Amara sp.","Amara sp./D13.2016.MorphBU",2016,7,13,194,"Amara lindrothi","AMALIN",2
"569","NEON.BET.D13.000994","NIWO","NIWO_005","E",2016-07-13,"species",NA,"Cymindis unicolor","Cymindis unicolor",2016,7,13,194,"Cymindis unicolor","CYMUNI1",2
"570","NEON.BET.D13.000552","NIWO","NIWO_007","E",2016-07-13,"species",NA,"Cymindis unicolor","Cymindis unicolor",2016,7,13,194,"Cymindis unicolor","CYMUNI1",2
"571","NEON.BET.D13.001020","NIWO","NIWO_008","W",2016-07-13,"species",NA,"Amara quenseli","Amara quenseli",2016,7,13,194,"Amara quenseli","AMAQUE1",2
"572","NEON.BET.D13.000616","NIWO","NIWO_005","E",2016-07-13,"species",NA,"Calathus advena","Calathus advena",2016,7,13,194,"Calathus advena","CALADV",2
"573","NEON.BET.D13.000617","NIWO","NIWO_005","E",2016-07-13,"family",NA,"Carabidae spp.","Carabidae spp.",2016,7,13,194,"Pterostichus sp.","PTESP21",2
"574","NEON.BET.D13.000614","NIWO","NIWO_005","E",2016-07-13,"species",NA,"Calathus advena","Calathus advena",2016,7,13,194,"Calathus advena","CALADV",2
"575","NEON.BET.D13.000988","NIWO","NIWO_005","E",2016-07-13,"species",NA,"Cymindis unicolor","Cymindis unicolor",2016,7,13,194,"Cymindis unicolor","CYMUNI1",2
"576","NEON.BET.D13.001026","NIWO","NIWO_008","W",2016-07-13,"species",NA,"Amara quenseli","Amara quenseli",2016,7,13,194,"Amara quenseli","AMAQUE1",2
"577","NEON.BET.D13.000627","NIWO","NIWO_004","N",2016-07-13,"species",NA,"Cymindis unicolor","Cymindis unicolor",2016,7,13,194,"Cymindis unicolor","CYMUNI1",2
"578","NEON.BET.D13.000620","NIWO","NIWO_005","E",2016-07-13,"genus","D13.2016.MorphBU","Amara sp.","Amara sp./D13.2016.MorphBU",2016,7,13,194,"Amara lindrothi","AMALIN",2
"579","NEON.BET.D13.001005","NIWO","NIWO_006","E",2016-07-13,"species",NA,"Carabus taedatus","Carabus taedatus",2016,7,13,194,"Carabus taedatus","CARTAE2",2
"580","NEON.BET.D13.000559","NIWO","NIWO_006","N",2016-07-13,"species",NA,"Amara alpina","Amara alpina",2016,7,13,194,"Amara alpina","AMAALP",2
"581","NEON.BET.D13.000991","NIWO","NIWO_005","E",2016-07-13,"species",NA,"Cymindis unicolor","Cymindis unicolor",2016,7,13,194,"Cymindis unicolor","CYMUNI1",2
"582","NEON.BET.D13.000566","NIWO","NIWO_010","W",2016-07-13,"species",NA,"Calathus advena","Calathus advena",2016,7,13,194,"Calathus advena","CALADV",2
"583","NEON.BET.D13.000569","NIWO","NIWO_010","W",2016-07-13,"family","D13.2016.MorphBT","Carabidae spp.","Carabidae spp./D13.2016.MorphBT",2016,7,13,194,"Pterostichus sp.","PTESP21",2
"584","NEON.BET.D13.000568","NIWO","NIWO_010","W",2016-07-13,"family","D13.2016.MorphBT","Carabidae spp.","Carabidae spp./D13.2016.MorphBT",2016,7,13,194,"Pterostichus sp.","PTESP21",2
"585","NEON.BET.D13.000567","NIWO","NIWO_010","W",2016-07-13,"family","D13.2016.MorphBT","Carabidae spp.","Carabidae spp./D13.2016.MorphBT",2016,7,13,194,"Pterostichus sp.","PTESP21",2
"586","NEON.BET.D13.000565","NIWO","NIWO_010","W",2016-07-13,"species",NA,"Calathus advena","Calathus advena",2016,7,13,194,"Calathus advena","CALADV",2
"587","NEON.BET.D13.000570","NIWO","NIWO_010","W",2016-07-13,"genus","D13.2016.MorphBU","Amara sp.","Amara sp./D13.2016.MorphBU",2016,7,13,194,"Amara lindrothi","AMALIN",2
"588","NEON.BET.D13.000536","NIWO","NIWO_002","S",2016-07-13,"family","D13.2016.MorphBT","Carabidae spp.","Carabidae spp./D13.2016.MorphBT",2016,7,13,194,"Pterostichus sp.","PTESP21",2
"589","NEON.BET.D13.000571","NIWO","NIWO_010","S",2016-07-13,"species",NA,"Calathus advena","Calathus advena",2016,7,13,194,"Calathus advena","CALADV",2
"590","NEON.BET.D13.001021","NIWO","NIWO_008","W",2016-07-13,"species",NA,"Amara quenseli","Amara quenseli",2016,7,13,194,"Amara quenseli","AMAQUE1",2
"591","NEON.BET.D13.001006","NIWO","NIWO_006","W",2016-07-13,"species",NA,"Amara alpina","Amara alpina",2016,7,13,194,"Amara alpina","AMAALP",2
"592","NEON.BET.D13.000549","NIWO","NIWO_007","E",2016-07-13,"genus","D13.2016.MorphBU","Amara sp.","Amara sp./D13.2016.MorphBU",2016,7,13,194,"Amara lindrothi","AMALIN",2
"593","NEON.BET.D13.000992","NIWO","NIWO_005","E",2016-07-13,"species",NA,"Cymindis unicolor","Cymindis unicolor",2016,7,13,194,"Cymindis unicolor","CYMUNI1",2
"594","NEON.BET.D13.001022","NIWO","NIWO_008","W",2016-07-13,"species",NA,"Amara quenseli","Amara quenseli",2016,7,13,194,"Amara quenseli","AMAQUE1",2
"595","NEON.BET.D13.001002","NIWO","NIWO_005","N",2016-07-13,"species",NA,"Calathus advena","Calathus advena",2016,7,13,194,"Calathus advena","CALADV",2
"596","NEON.BET.D13.001025","NIWO","NIWO_008","W",2016-07-13,"species",NA,"Amara quenseli","Amara quenseli",2016,7,13,194,"Amara quenseli","AMAQUE1",2
"597","NEON.BET.D13.000989","NIWO","NIWO_005","E",2016-07-13,"species",NA,"Cymindis unicolor","Cymindis unicolor",2016,7,13,194,"Cymindis unicolor","CYMUNI1",2
"598","NEON.BET.D13.000622","NIWO","NIWO_005","E",2016-07-13,"genus","D13.2016.MorphBU","Amara sp.","Amara sp./D13.2016.MorphBU",2016,7,13,194,"Amara lindrothi","AMALIN",2
"599","NEON.BET.D13.000560","NIWO","NIWO_006","E",2016-07-13,"species",NA,"Amara alpina","Amara alpina",2016,7,13,194,"Amara alpina","AMAALP",2
"600","NEON.BET.D13.000557","NIWO","NIWO_007","W",2016-07-13,"species",NA,"Calathus advena","Calathus advena",2016,7,13,194,"Calathus advena","CALADV",2
"601","NEON.BET.D13.000632","NIWO","NIWO_004","E",2016-07-13,"species",NA,"Carabus taedatus","Carabus taedatus",2016,7,13,194,"Carabus taedatus","CARTAE2",2
"602","NEON.BET.D13.001009","NIWO","NIWO_006","W",2016-07-13,"species",NA,"Amara alpina","Amara alpina",2016,7,13,194,"Amara alpina","AMAALP",2
"603","NEON.BET.D13.000588","NIWO","NIWO_008","S",2016-07-13,"species",NA,"Amara quenseli","Amara quenseli",2016,7,13,194,"Amara quenseli","AMAQUE1",2
"604","NEON.BET.D13.000618","NIWO","NIWO_005","E",2016-07-13,"genus","D13.2016.MorphBU","Amara sp.","Amara sp./D13.2016.MorphBU",2016,7,13,194,"Amara lindrothi","AMALIN",2
"605","NEON.BET.D13.001018","NIWO","NIWO_008","S",2016-07-13,"species",NA,"Amara quenseli","Amara quenseli",2016,7,13,194,"Amara quenseli","AMAQUE1",2
"606","NEON.BET.D13.001024","NIWO","NIWO_008","W",2016-07-13,"species",NA,"Amara quenseli","Amara quenseli",2016,7,13,194,"Amara quenseli","AMAQUE1",2
"607","NEON.BET.D13.000583","NIWO","NIWO_008","E",2016-07-13,"species",NA,"Amara quenseli","Amara quenseli",2016,7,13,194,"Amara quenseli","AMAQUE1",2
"608","NEON.BET.D13.000624","NIWO","NIWO_005","S",2016-07-13,"genus","D13.2016.MorphBU","Amara sp.","Amara sp./D13.2016.MorphBU",2016,7,13,194,"Amara lindrothi","AMALIN",2
"609","NEON.BET.D13.000558","NIWO","NIWO_007","W",2016-07-13,"species",NA,"Calathus advena","Calathus advena",2016,7,13,194,"Calathus advena","CALADV",2
"610","NEON.BET.D13.000996","NIWO","NIWO_005","E",2016-07-13,"species",NA,"Cymindis unicolor","Cymindis unicolor",2016,7,13,194,"Cymindis unicolor","CYMUNI1",2
"611","NEON.BET.D13.001019","NIWO","NIWO_008","W",2016-07-13,"species",NA,"Amara quenseli","Amara quenseli",2016,7,13,194,"Amara quenseli","AMAQUE1",2
"612","NEON.BET.D13.001015","NIWO","NIWO_008","N",2016-07-13,"species",NA,"Amara alpina","Amara alpina",2016,7,13,194,"Amara alpina","AMAALP",2
"613","NEON.BET.D13.001032","NIWO","NIWO_008","W",2016-07-13,"species",NA,"Amara quenseli","Amara quenseli",2016,7,13,194,"Amara quenseli","AMAQUE1",2
"614","NEON.BET.D13.000547","NIWO","NIWO_007","E",2016-07-13,"genus","D13.2016.MorphBU","Amara sp.","Amara sp./D13.2016.MorphBU",2016,7,13,194,"Amara lindrothi","AMALIN",2
"615","NEON.BET.D13.000924","NIWO","NIWO_003","E",2016-07-13,"species",NA,"Amara alpina","Amara alpina",2016,7,13,194,"Amara alpina","AMAALP",2
"616","NEON.BET.D13.000524","NIWO","NIWO_001","W",2016-07-13,"family","D13.2016.MorphBT","Carabidae spp.","Carabidae spp./D13.2016.MorphBT",2016,7,13,194,"Pterostichus sp.","PTESP21",2
"617","NEON.BET.D13.000526","NIWO","NIWO_001","W",2016-07-13,"species",NA,"Discoderus parallelus","Discoderus parallelus",2016,7,13,194,"Discoderus parallelus","DISPAR1",2
"618","NEON.BET.D13.000530","NIWO","NIWO_001","S",2016-07-13,"family","D13.2016.MorphBT","Carabidae spp.","Carabidae spp./D13.2016.MorphBT",2016,7,13,194,"Pterostichus sp.","PTESP21",2
"619","NEON.BET.D13.000976","NIWO","NIWO_003","N",2016-07-13,"species",NA,"Amara quenseli","Amara quenseli",2016,7,13,194,"Amara quenseli","AMAQUE1",2
"620","NEON.BET.D13.000985","NIWO","NIWO_003","N",2016-07-13,"species",NA,"Carabus taedatus","Carabus taedatus",2016,7,13,194,"Carabus taedatus","CARTAE2",2
"621","NEON.BET.D13.000585","NIWO","NIWO_008","N",2016-07-13,"species",NA,"Carabus taedatus","Carabus taedatus",2016,7,13,194,"Carabus taedatus","CARTAE2",2
"622","NEON.BET.D13.000497","NIWO","NIWO_001","E",2016-07-13,"family","D13.2016.MorphBT","Carabidae spp.","Carabidae spp./D13.2016.MorphBT",2016,7,13,194,"Pterostichus sp.","PTESP21",2
"623","NEON.BET.D13.000928","NIWO","NIWO_003","E",2016-07-13,"species",NA,"Carabus taedatus","Carabus taedatus",2016,7,13,194,"Carabus taedatus","CARTAE2",2
